IDFactura;NumeroFactura;IDCliente;IDVendedor;FechaFactura;SubTotal;Impuesto;Descuento;TotalFactura
6049;1007602;39;9;22/11/2017;1530.43;229.57;0;1760
6050;120;345;9;22/11/2017;4195.65;629.35;0;4825
6051;1007603;39;9;22/11/2017;1608.7;241.3;0;1850
6052;1007604;37;9;22/11/2017;1034.78;155.22;0;1190
6053;1007605;202;2;22/11/2017;29946.28;4491.94;0;34438.22
6054;1007606;356;2;22/11/2017;3652.17;547.83;0;4200
6055;1007607;202;2;22/11/2017;2659.13;398.87;0;3058
6056;1007608;202;2;22/11/2017;4913.61;737.04;0;5650.65
6057;1007609;274;3;23/11/2017;11426.09;1713.91;0;13140
6058;1007610;41;9;23/11/2017;14146.09;2121.91;0;16268
6059;1007611;52;9;23/11/2017;14143.48;2121.52;0;16265
6060;1007612;52;9;23/11/2017;4800;720;0;5520
6061;1007613;37;9;23/11/2017;4826.09;723.91;0;5550
6062;1007614;37;9;23/11/2017;721.74;108.26;0;830
6063;1007615;31;9;23/11/2017;295.65;0;0;0
6064;1007616;201;2;23/11/2017;3747.83;562.17;0;4310
6065;1007617;286;3;23/11/2017;17695.65;2654.35;0;20350
6066;121;111;3;23/11/2017;11836.52;1775.48;0;13612
6067;122;111;3;23/11/2017;11760.87;1764.13;0;13525
6068;123;111;3;23/11/2017;1304.35;195.65;0;1500
6069;1007618;194;2;23/11/2017;3382.61;507.39;0;3890
6070;1007619;323;9;24/11/2017;4693.91;704.09;0;5398
6071;1007620;171;3;24/11/2017;24504.35;3675.65;0;28180
6072;1007621;288;3;24/11/2017;10747.83;1612.17;0;12360
6073;1007622;170;3;24/11/2017;37158.26;5573.74;0;42732
6074;1007623;169;3;24/11/2017;14440.87;0;0;0
6075;1007624;31;9;26/11/2017;1416.52;212.48;0;1629
6076;1007625;31;9;26/11/2017;1363.48;204.52;0;1568
6077;1007626;31;9;26/11/2017;1363.48;204.52;0;1568
6078;1007627;202;2;27/11/2017;206.96;31.04;0;238
6079;1007628;39;9;27/11/2017;1782.61;267.39;0;2050
6080;1007629;194;2;27/11/2017;1965.22;294.78;0;2260
6081;1007630;356;2;28/11/2017;3130.43;469.57;0;3600
6082;1007631;52;9;28/11/2017;2817.39;422.61;0;3240
6083;1007632;73;3;28/11/2017;3521.74;528.26;0;4050
6084;1007633;317;9;28/11/2017;3721.74;558.26;0;4280
6085;1007634;356;2;28/11/2017;1173.91;176.09;0;1350
6086;1007635;356;2;28/11/2017;1173.91;176.09;0;1350
6087;1007636;356;2;29/11/2017;1147.83;172.17;0;1320
6088;1007637;31;9;29/11/2017;353.04;52.96;0;406
6089;1007638;37;9;29/11/2017;2718.26;0;0;0
6090;1007639;202;2;29/11/2017;53924.45;8088.67;0;62013.12
6091;1007640;56;3;29/11/2017;8260.87;0;0;0
6092;1007641;56;3;29/11/2017;7391.3;1108.7;0;8500
6093;1007642;194;2;30/11/2017;3773.91;566.09;0;4340
6094;1007643;126;9;3/12/2017;39878.26;5981.74;0;45860
6095;1007644;313;9;3/12/2017;46869.57;7030.43;0;53900
6096;1007645;37;9;3/12/2017;8208.7;1231.3;0;9440
6097;1007646;294;9;3/12/2017;22387.83;3358.17;0;25746
6098;1007647;278;9;3/12/2017;12739.13;0;0;0
6099;1007648;147;9;3/12/2017;14086.96;2113.04;0;16200
6100;1007649;68;3;3/12/2017;2826.09;423.91;0;3250
6101;1007650;73;3;3/12/2017;37956.52;5693.48;0;43650
6102;1007651;111;3;3/12/2017;14000;0;0;0
6103;125;111;3;3/12/2017;14000;2100;0;16100
6104;126;278;9;3/12/2017;12739.13;1910.87;0;14650
6105;127;113;3;3/12/2017;9826.09;1473.91;0;11300
6106;1007652;59;3;3/12/2017;16394.78;2459.22;0;18854
6107;1007653;71;3;3/12/2017;6087.83;913.17;0;7001
6108;1007654;222;9;4/12/2017;62360;9354;0;71714
6109;1007655;66;3;4/12/2017;5826.09;873.91;0;6700
6110;1007656;265;3;4/12/2017;18173.91;2726.09;0;20900
6111;128;57;3;4/12/2017;11504.35;1725.65;0;13230
6112;1007657;236;2;4/12/2017;800;120;0;920
6113;129;57;3;4/12/2017;10314.78;1547.22;0;11862
6114;1007658;336;9;5/12/2017;16626.09;2493.91;0;19120
6115;1007659;272;3;5/12/2017;24873.91;3731.09;0;28605
6116;1007660;272;3;5/12/2017;17527.83;2629.17;0;20157
6117;1007661;272;3;5/12/2017;1320.87;198.13;0;1519
6118;1007662;272;3;5/12/2017;7926.09;1188.91;0;9115
6119;1007663;272;3;5/12/2017;1560.87;234.13;0;1795
6120;1007664;202;2;6/12/2017;17925.22;2688.78;0;20614
6121;1007665;202;2;6/12/2017;3410.77;511.61;0;3922.38
6122;1007666;236;2;6/12/2017;217.39;32.61;0;250
6123;1007667;202;2;6/12/2017;9660.87;1449.13;0;11110
6124;1007668;332;9;6/12/2017;16617.39;2492.61;0;19110
6125;1007669;16;9;6/12/2017;12086.96;1813.04;0;13900
6126;1007670;317;9;6/12/2017;7465.22;1119.78;0;8585
6127;1007671;140;9;6/12/2017;1652.17;247.83;0;1900
6128;1007672;94;10;6/12/2017;7591.3;1138.7;0;8730
6129;1007673;323;9;7/12/2017;22626.09;0;0;0
6130;1007674;202;2;7/12/2017;1595.48;239.32;0;1834.8
6131;1007675;323;9;7/12/2017;22595.65;3389.35;0;25985
6132;1007676;323;9;7/12/2017;30.43;4.57;0;35
6133;130;359;10;7/12/2017;10473.91;1571.09;0;12045
6134;1007677;135;9;7/12/2017;5852.17;877.83;0;6730
6135;1007678;69;3;7/12/2017;11869.57;1780.43;0;13650
6136;1007679;202;2;7/12/2017;26598;3989.7;0;30587.7
6137;1007680;202;2;7/12/2017;2789.87;418.48;0;3208.35
6138;1007681;236;2;7/12/2017;947.83;0;0;0
6139;1007682;236;2;7/12/2017;547.83;82.17;0;630
6140;1007683;236;2;7/12/2017;800;120;0;920
6141;1007684;201;2;7/12/2017;5177.39;776.61;0;5954
6142;1007685;327;10;7/12/2017;10643.48;1596.52;0;12240
6143;131;360;10;8/12/2017;15626.09;2343.91;0;17970
6144;132;360;10;8/12/2017;3895.65;584.35;0;4480
6145;1007686;202;2;8/12/2017;38035.91;5705.39;0;43741.3
6146;1007687;202;2;8/12/2017;25473.13;3820.97;0;29294.1
6147;1007688;194;2;8/12/2017;2174.78;326.22;0;2501
6148;1007689;313;9;8/12/2017;18260.87;2739.13;0;21000
6149;1007690;222;9;8/12/2017;13695.65;2054.35;0;15750
6150;1007691;36;9;10/12/2017;2148.7;322.3;0;2471
6151;1007692;202;2;10/12/2017;11791.3;1768.7;0;13560
6152;1007693;135;9;11/12/2017;4869.57;730.43;0;5600
6153;1007694;256;10;11/12/2017;16178.26;2426.74;0;18605
6154;1007695;256;10;11/12/2017;6252.17;937.83;0;7190
6155;1007696;94;10;11/12/2017;3739.13;560.87;0;4300
6156;1007697;92;10;11/12/2017;19530.43;2929.57;0;22460
6157;1007698;92;10;11/12/2017;217.39;32.61;0;250
6159;1007699;36;9;11/12/2017;2243.48;336.52;0;2580
6160;1007700;194;2;11/12/2017;365.22;54.78;0;420
6161;1007701;31;9;12/12/2017;3693.91;554.09;0;4248
6162;1007702;202;2;12/12/2017;139.13;20.87;0;160
6163;1007703;202;2;12/12/2017;15949.04;2392.36;0;18341.4
6164;1007704;202;2;12/12/2017;330.96;49.64;0;380.6
6165;1007705;31;9;12/12/2017;634.78;95.22;0;730
6166;1007706;135;9;12/12/2017;32904.35;4935.65;0;37840
6167;1007707;361;10;12/12/2017;23773.91;3566.09;0;27340
6169;1007708;333;2;12/12/2017;0;0;0;0
6170;1007709;202;2;12/12/2017;355.65;53.35;0;409
6171;1007710;202;2;12/12/2017;19176.24;2876.44;0;22052.68
6172;1007711;202;2;12/12/2017;14435.37;2165.3;0;16600.67
6173;1007712;202;2;12/12/2017;17804;2670.6;0;20474.6
6174;1007713;333;2;12/12/2017;0;0;0;0
6175;1007714;147;9;13/12/2017;44846.09;6726.91;0;51573
6176;1007715;147;9;13/12/2017;6022.61;903.39;0;6926
6177;1007716;147;9;13/12/2017;1504.35;225.65;0;1730
6178;1007717;31;9;13/12/2017;886.96;133.04;0;1020
6179;1007718;202;2;13/12/2017;1427.65;214.15;0;1641.8
6180;1007719;120;3;13/12/2017;31269.57;4690.43;0;35960
6181;1007720;100;3;13/12/2017;29273.91;4391.09;0;33665
6182;1007721;100;3;13/12/2017;17253.04;2587.96;0;19841
6183;1007722;100;3;13/12/2017;8086.96;1213.04;0;9300
6184;1007723;100;3;13/12/2017;5660.87;849.13;0;6510
6185;1007724;100;3;13/12/2017;782.61;117.39;0;900
6186;133;308;9;13/12/2017;24956.52;3743.48;0;28700
6187;1007725;363;10;13/12/2017;1595.65;239.35;0;1835
6188;1007726;200;10;13/12/2017;3317.39;497.61;0;3815
6189;1007727;363;10;13/12/2017;12504.35;1875.65;0;14380
6190;1007728;147;9;14/12/2017;18086.96;2713.04;0;20800
6191;1007729;100;3;14/12/2017;808.7;121.3;0;930
6192;1007730;100;3;14/12/2017;7339.13;1100.87;0;8440
6193;1007731;200;10;13/12/2017;452.17;67.83;0;520
6194;1007732;39;9;14/12/2017;9926.96;1489.04;0;11416
6195;1007733;37;9;14/12/2017;2652.17;397.83;0;3050
6196;1007734;202;2;14/12/2017;524.17;78.63;0;602.8
6197;134;362;10;14/12/2017;11904.35;1785.65;0;13690
6198;1007735;364;10;14/12/2017;6052.17;907.83;0;6960
6199;1007736;365;10;14/12/2017;3956.52;593.48;0;4550
6200;135;366;10;14/12/2017;13360.87;2004.13;0;15365
6201;136;366;10;14/12/2017;5217.39;782.61;0;6000
6202;1007737;309;9;14/12/2017;3271.3;0;0;0
6203;1007738;309;9;14/12/2017;2913.04;0;0;0
6204;1007739;194;2;14/12/2017;2803.48;420.52;0;3224
6205;1007740;201;2;14/12/2017;2434.78;365.22;0;2800
6206;1007741;94;10;15/12/2017;39130.43;5869.57;0;45000
6207;137;97;3;15/12/2017;4286.96;643.04;0;4930
6208;1007742;97;3;15/12/2017;10434.78;1565.22;0;12000
6209;1007743;202;2;15/12/2017;9338.49;1400.77;0;10739.26
6210;138;309;9;15/12/2017;3271.3;490.7;0;3762
6211;139;309;9;15/12/2017;2913.04;436.96;0;3350
6212;1007744;334;9;15/12/2017;13638.26;2045.74;0;15684
6213;1007745;99;3;15/12/2017;8226.09;1233.91;0;9460
6214;140;359;10;15/12/2017;4121.74;618.26;0;4740
6215;141;110;3;15/12/2017;12331.3;1849.7;0;14181
6216;142;110;3;15/12/2017;3737.39;560.61;0;4298
6217;1007746;367;10;15/12/2017;27495.65;4124.35;0;31620
6218;1007747;222;9;15/12/2017;36913.04;5536.96;0;42450
6219;1007748;202;2;15/12/2017;5717.39;857.61;0;6575
6220;1007749;202;2;17/12/2017;895.65;134.35;0;1030
6221;143;110;3;26/10/2017;23243.48;3486.52;0;26730
6222;144;110;3;26/10/2017;4408.7;661.3;0;5070
6223;1007750;202;2;18/12/2017;816.87;122.53;0;939.4
6224;1007751;202;2;18/12/2017;37297.51;5594.63;0;42892.14
6225;1007752;202;2;18/12/2017;21784.78;3267.72;0;25052.5
6226;1007753;202;2;18/12/2017;1570.05;235.51;0;1805.56
6227;1007754;202;2;18/12/2017;1908.26;286.24;0;2194.5
6228;1007755;202;2;18/12/2017;1994.35;299.15;0;2293.5
6229;1007756;202;2;18/12/2017;246.83;37.03;0;283.86
6230;1007757;275;2;19/12/2017;143.48;21.52;0;165
6231;1007758;288;10;19/12/2017;16600;2490;0;19090
6232;1007759;368;10;19/12/2017;6852.17;1027.83;0;7880
6233;1007760;202;2;19/12/2017;13233.48;1985.02;0;15218.5
6234;1007761;236;2;19/12/2017;1330.43;199.57;0;1530
6235;1007762;33;2;19/12/2017;2608.7;391.3;0;3000
6236;1007763;200;10;19/12/2017;5406.96;811.04;0;6218
6237;1007764;202;2;20/12/2017;11325.23;1698.79;0;13024.02
6238;1007765;350;2;20/12/2017;604.35;90.65;0;695
6239;1007766;135;9;21/12/2017;20452.17;3067.83;0;23520
6240;1007767;369;10;21/12/2017;7826.09;1173.91;0;9000
6241;1007768;201;2;21/12/2017;6880;1032;0;7912
6242;1007769;194;2;21/12/2017;6935.65;1040.35;0;7976
6243;1007770;94;10;21/12/2017;22469.57;3370.43;0;25840
6244;1007771;202;2;21/12/2017;89.91;13.49;0;103.4
6245;1007772;202;2;21/12/2017;21047.3;3157.1;0;24204.4
6246;145;148;3;22/12/2017;15469.57;2320.43;0;17790
6247;146;148;3;22/12/2017;22577.39;3386.61;0;25964
6248;147;148;3;22/12/2017;7930.43;1189.57;0;9120
6249;1007773;36;9;22/12/2017;1278.26;191.74;0;1470
6250;1007774;202;2;22/12/2017;5754.3;863.14;0;6617.44
6251;1007775;36;9;22/12/2017;2173.91;326.09;0;2500
6252;1007776;370;10;26/12/2017;8052.17;1207.83;0;9260
6253;1007777;370;10;26/12/2017;565.22;84.78;0;650
6254;1007778;202;2;26/12/2017;75.57;11.33;0;86.9
6255;1007779;159;3;26/12/2017;21965.22;3294.78;0;25260
6256;1007780;159;3;26/12/2017;18017.39;2702.61;0;20720
6257;1007781;371;10;26/12/2017;8417.39;1262.61;0;9680
6258;1007782;371;10;26/12/2017;1130.43;169.57;0;1300
6259;1007783;236;2;27/12/2017;2243.48;336.52;0;2580
6260;1007784;202;2;27/12/2017;11227.63;1684.15;0;12911.78
6261;1007785;41;9;27/12/2017;3530.43;529.57;0;4060
6262;1007786;36;9;27/12/2017;713.04;106.96;0;820
6263;1007787;163;3;27/12/2017;10934.78;1640.22;0;12575
6264;1007788;163;3;27/12/2017;4003.48;600.52;0;4604
6265;1007789;370;10;27/12/2017;573.91;86.09;0;660
6266;1007790;159;3;27/12/2017;41457.39;6218.61;0;47676
6267;1007791;159;3;27/12/2017;38202.61;5730.39;0;43933
6268;1007792;159;3;27/12/2017;4343.48;651.52;0;4995
6269;1007793;372;10;27/12/2017;5104.35;765.65;0;5870
6270;1007794;373;10;27/12/2017;18269.57;2740.43;0;21010
6271;1007795;373;10;27/12/2017;886.96;133.04;0;1020
6272;1007796;374;10;27/12/2017;19695.65;2954.35;0;22650
6273;148;111;3;28/12/2017;14513.04;2176.96;0;16690
6274;149;111;3;28/12/2017;21652.17;3247.83;0;24900
6275;1007797;4;10;28/12/2017;29965.22;4494.78;0;34460
6276;1007798;4;10;28/12/2017;9660.87;1449.13;0;11110
6277;150;378;10;28/12/2017;11400;1710;0;13110
6278;151;378;10;28/12/2017;2191.3;328.7;0;2520
6279;154;113;3;28/12/2017;4591.3;688.7;0;5280
6280;152;45;9;28/12/2017;4652.17;697.83;0;5350
6281;1007801;37;9;28/12/2017;4608.7;691.3;0;5300
6282;153;6;10;28/12/2017;32765.22;4914.78;0;37680
6283;1007802;42;9;28/12/2017;3805.22;570.78;0;4376
6284;1007803;114;3;28/12/2017;44417.39;6662.61;0;51080
6285;1007804;194;2;28/12/2017;1493.91;224.09;0;1718
6286;1007805;202;2;29/12/2017;24379.58;3656.94;0;28036.52
6287;1007806;202;2;29/12/2017;1061.74;159.26;0;1221
6288;1007807;275;2;29/12/2017;6889.57;1033.43;0;7923
6289;1007808;288;10;29/12/2017;8695.65;1304.35;0;10000
6290;1007809;379;10;29/12/2017;9643.48;1446.52;0;11090
6291;1007810;163;3;29/12/2017;3028.7;454.3;0;3483
6292;155;169;3;29/12/2017;4288.7;643.3;0;4932
6293;156;169;3;29/12/2017;565.22;84.78;0;650
6294;1007811;202;2;31/12/2017;8933.91;1340.09;0;10274
6295;1007812;202;2;31/12/2017;3891.13;583.67;0;4474.8
6296;1007813;36;9;2/1/2018;3652.17;547.83;0;4200
6297;1007814;272;3;31/12/2017;15381.04;2307.16;0;17688.2
6298;1007815;272;3;2/1/2018;13964.87;2094.73;0;16059.6
6299;1007816;272;3;31/12/2017;8525.65;1278.85;0;9804.5
6300;1007817;272;3;31/12/2017;4260.87;639.13;0;4900
6301;1007818;5;10;31/12/2017;47443.48;7116.52;0;54560
6302;1007819;37;9;3/1/2018;1113.04;166.96;0;1280
6303;1007820;312;9;3/1/2018;8130.43;1219.57;0;9350
6304;1007821;16;10;3/1/2018;11066.09;1659.91;0;12726
6305;1007822;69;3;3/1/2018;12220.87;1833.13;0;14054
6306;157;345;9;3/1/2018;7640.87;1146.13;0;8787
6307;1007823;73;3;3/1/2018;43786.96;6568.04;0;50355
6308;1007824;73;3;3/1/2018;39508.7;5926.3;0;45435
6309;1007825;73;3;3/1/2018;9347.83;1402.17;0;10750
6310;158;45;9;3/1/2018;6947.83;1042.17;0;7990
6311;159;359;10;3/1/2018;12617.39;1892.61;0;14510
6312;1007826;10;10;3/1/2018;41278.26;6191.74;0;47470
6313;1007827;39;9;3/1/2018;3173.91;476.09;0;3650
6314;1007828;202;2;3/1/2018;2940.75;441.11;0;3381.86
6315;1007829;202;2;3/1/2018;34612.02;5191.8;0;39803.82
6316;1007830;300;9;4/1/2018;25291.3;3793.7;0;29085
6317;1007831;31;9;4/1/2018;3269.57;490.43;0;3760
6318;160;345;9;4/1/2018;730.43;109.57;0;840
6319;1007832;39;9;4/1/2018;18508.7;0;0;0
6320;1007833;39;9;4/1/2018;22960.87;3444.13;0;26405
6321;1007834;333;2;4/1/2018;0;0;0;0
6322;1007835;333;2;4/1/2018;0;0;0;0
6323;1007836;202;2;4/1/2018;521.74;78.26;0;600
6324;1007837;41;9;4/1/2018;18508.7;2776.3;0;21285
6325;1007838;5;10;4/1/2018;8260.87;1239.13;0;9500
6326;1007839;73;3;4/1/2018;9078.26;1361.74;0;10440
6327;161;380;10;4/1/2018;5426.09;813.91;0;6240
6328;1007840;364;10;4/1/2018;7826.09;1173.91;0;9000
6329;1007841;194;2;4/1/2018;6969.57;1045.43;0;8015
6330;1007842;194;2;4/1/2018;1808.7;271.3;0;2080
6331;1007843;323;9;5/1/2018;11252.17;1687.83;0;12940
6332;1007844;202;2;5/1/2018;3294.78;494.22;0;3789
6333;1007845;339;10;5/1/2018;9120.87;1368.13;0;10489
6334;1007846;339;10;5/1/2018;434.78;65.22;0;500
6335;1007847;42;9;5/1/2018;12194.78;1829.22;0;14024
6336;1007848;19;10;5/1/2018;27904.35;4185.65;0;32090
6337;1007849;58;3;5/1/2018;4608.7;691.3;0;5300
6338;1007850;58;3;5/1/2018;3652.17;547.83;0;4200
6339;162;57;3;5/1/2018;30382.61;0;0;0
6340;1007851;41;9;5/1/2018;1260.87;189.13;0;1450
6341;1007852;356;2;5/1/2018;904.35;135.65;0;1040
6342;163;57;3;5/1/2018;23182.61;3477.39;0;26660
6343;164;57;3;5/1/2018;7200;1080;0;8280
6344;1007853;265;3;5/1/2018;5773.91;866.09;0;6640
6345;165;237;10;5/1/2018;6217.39;932.61;0;7150
6346;166;237;10;5/1/2018;11865.22;0;0;0
6347;1007854;59;3;5/1/2018;8818.26;1322.74;0;10141
6348;167;381;10;7/1/2018;11865.22;1779.78;0;13645
6352;1007857;333;2;7/1/2018;0;0;0;0
6353;169;59;3;7/1/2018;4513.04;0;0;0
6354;170;59;3;7/1/2018;1000;0;0;0
6355;1007858;59;3;7/1/2018;8022.61;0;0;0
6356;1007859;288;10;7/1/2018;21739.13;3260.87;0;25000
6357;171;320;10;7/1/2018;4513.04;676.96;0;5190
6358;172;320;10;7/1/2018;1000;150;0;1150
6359;1007860;202;2;8/1/2018;5604.93;840.74;0;6445.67
6360;1007861;202;2;8/1/2018;2930.78;439.62;0;3370.4
6361;1007862;31;9;8/1/2018;453.91;68.09;0;522
6362;1007863;97;3;8/1/2018;4347.83;652.17;0;5000
6363;1007864;42;9;8/1/2018;1808.7;271.3;0;2080
6364;1007865;31;9;8/1/2018;1085.22;162.78;0;1248
6365;1007866;202;2;8/1/2018;279.3;41.9;0;321.2
6366;1007867;194;2;8/1/2018;5019.13;752.87;0;5772
6367;1007868;236;2;8/1/2018;591.3;88.7;0;680
6368;1007869;194;2;8/1/2018;228.7;34.3;0;263
6369;1007870;233;3;9/1/2018;9730.43;1459.57;0;11190
6370;1007871;356;2;9/1/2018;2765.22;414.78;0;3180
6371;1007872;96;3;9/1/2018;5817.39;872.61;0;6690
6372;1007873;96;3;9/1/2018;2052.17;307.83;0;2360
6373;1007874;369;10;9/1/2018;10036.52;1505.48;0;11542
6374;1007875;36;9;9/1/2018;1561.74;234.26;0;1796
6375;1007876;135;9;9/1/2018;3691.3;553.7;0;4245
6376;1007877;369;10;9/1/2018;565.22;84.78;0;650
6377;1007878;202;2;10/1/2018;13687.93;2053.19;0;15741.12
6380;1007880;241;10;10/1/2018;4452.17;667.83;0;5120
6381;1007881;294;9;10/1/2018;9400;1410;0;10810
6382;1007882;98;3;10/1/2018;12756.52;1913.48;0;14670
6383;168;278;9;10/1/2018;12234.78;1835.22;0;14070
6384;173;110;3;10/1/2018;6956.52;1043.48;0;8000
6385;1007883;120;3;10/1/2018;41269.57;6190.43;0;47460
6386;1007855;356;2;10/1/2018;3130.43;469.57;0;3600
6387;1007856;200;10;10/1/2018;16453.04;2467.96;0;18921
6388;1007884;200;10;10/1/2018;347.83;52.17;0;400
6389;1007885;307;9;10/1/2018;3391.3;508.7;0;3900
6390;174;382;3;10/1/2018;8342.61;1251.39;0;9594
6391;1007886;100;3;10/1/2018;28994.78;4349.22;0;33344
6392;1007887;202;2;11/1/2018;23810.31;3571.55;0;27381.86
6393;1007888;39;9;11/1/2018;739.13;110.87;0;850
6394;1007889;190;10;11/1/2018;6970.43;1045.57;0;8016
6395;1007890;317;9;11/1/2018;2260.87;339.13;0;2600
6396;1007891;317;9;11/1/2018;8465.22;1269.78;0;9735
6398;1007892;202;2;11/1/2018;15354.78;2303.22;0;17658
6399;1007893;120;3;11/1/2018;6434.78;965.22;0;7400
6400;1007894;366;10;11/1/2018;9495.65;0;0;0
6401;1007895;368;10;11/1/2018;4608.7;691.3;0;5300
6402;1007896;194;2;11/1/2018;2061.74;309.26;0;2371
6403;1007897;201;2;11/1/2018;2895.65;434.35;0;3330
6404;1007898;194;2;11/1/2018;833.91;125.09;0;959
6405;1007899;202;2;12/1/2018;4791.22;718.68;0;5509.9
6406;1007900;202;2;12/1/2018;2297.57;344.63;0;2642.2
6407;175;110;3;12/1/2018;21266.09;3189.91;0;24456
6408;176;110;3;12/1/2018;20608.7;3091.3;0;23700
6409;177;110;3;12/1/2018;14382.61;2157.39;0;16540
6410;178;110;3;12/1/2018;7527.83;1129.17;0;8657
6411;1007901;369;10;12/1/2018;5413.04;811.96;0;6225
6412;1007902;369;10;12/1/2018;1673.91;251.09;0;1925
6413;1007903;101;3;12/1/2018;7161.74;1074.26;0;8236
6414;1007904;101;3;12/1/2018;2500;375;0;2875
6415;1007905;318;9;12/1/2018;4382.61;657.39;0;5040
6416;1007906;361;10;12/1/2018;5034.78;755.22;0;5790
6417;1007907;202;2;14/1/2018;9767.04;1465.06;0;11232.1
6418;1007908;202;2;14/1/2018;605.22;90.78;0;696
6419;179;169;3;24/11/2017;5968.7;895.3;0;6864
6420;180;169;3;24/11/2017;8472.17;1270.83;0;9743
6421;1007909;39;9;14/1/2018;2608.7;391.3;0;3000
6422;1007910;363;10;15/1/2018;10295.65;1544.35;0;11840
6423;1007911;363;10;15/1/2018;1669.57;250.43;0;1920
6424;1007912;202;2;15/1/2018;602.61;90.39;0;693
6425;1007913;202;2;15/1/2018;14491.3;2173.7;0;16665
6426;1007914;5;10;15/1/2018;913.04;136.96;0;1050
6427;1007915;19;10;15/1/2018;1765.22;264.78;0;2030
6428;1007916;202;2;15/1/2018;17972.17;2695.83;0;20668
6429;1007917;202;2;15/1/2018;790.09;118.51;0;908.6
6430;1007918;363;10;15/1/2018;2890.43;433.57;0;3324
6431;181;45;9;15/1/2018;1617.39;242.61;0;1860
6432;1007919;336;9;15/1/2018;4565.22;684.78;0;5250
6433;1007920;194;2;15/1/2018;5048.7;757.3;0;5806
6434;1007921;126;9;16/1/2018;11761.74;1764.26;0;13526
6435;1007922;94;10;16/1/2018;23478.26;3521.74;0;27000
6436;1007923;329;10;16/1/2018;2973.91;446.09;0;3420
6437;1007924;318;9;16/1/2018;13934.78;2090.22;0;16025
6438;182;12;10;16/1/2018;4539.13;680.87;0;5220
6439;183;12;10;16/1/2018;2426.09;363.91;0;2790
6440;1007925;36;9;16/1/2018;973.91;146.09;0;1120
6441;1007926;135;9;17/1/2018;9043.48;1356.52;0;10400
6442;184;308;9;17/1/2018;42493.91;6374.09;0;48868
6443;1007927;155;3;17/1/2018;4964.35;744.65;0;5709
6444;185;383;10;17/1/2018;4660.87;699.13;0;5360
6445;1007928;202;2;18/1/2018;12039.41;1805.91;0;13845.32
6446;1007929;274;3;18/1/2018;6926.09;1038.91;0;7965
6447;1007930;159;3;18/1/2018;32808.7;4921.3;0;37730
6448;1007931;272;3;18/1/2018;14260.87;0;0;0
6449;1007932;100;3;18/1/2018;11543.48;1731.52;0;13275
6450;1007933;101;3;18/1/2018;7873.91;1181.09;0;9055
6451;1007934;6;10;18/1/2018;12782.61;1917.39;0;14700
6452;1007935;120;3;18/1/2018;20839.13;3125.87;0;23965
6453;186;102;3;18/1/2018;11347.83;1702.17;0;13050
6454;1007936;334;9;18/1/2018;11521.74;1728.26;0;13250
6455;1007937;39;9;18/1/2018;11304.35;1695.65;0;13000
6456;1007938;135;9;18/1/2018;10008.7;1501.3;0;11510
6457;1007939;272;3;18/1/2018;12260.87;1839.13;0;14100
6458;1007940;313;9;18/1/2018;32608.7;4891.3;0;37500
6459;1007941;222;9;18/1/2018;63913.04;9586.96;0;73500
6460;187;57;3;18/1/2018;7565.22;1134.78;0;8700
6461;1007942;202;2;18/1/2018;23576.35;0;0;0
6462;1007943;253;10;19/1/2018;13826.09;2073.91;0;15900
6463;1007944;256;10;19/1/2018;17391.3;2608.7;0;20000
6464;1007945;202;2;19/1/2018;19949.22;2992.38;0;22941.6
6465;1007946;148;3;19/1/2018;18086.96;2713.04;0;20800
6466;1007947;194;2;19/1/2018;5401.74;810.26;0;6212
6467;1007948;318;9;19/1/2018;22108.7;3316.3;0;25425
6468;1007949;385;9;19/1/2018;16260.87;2439.13;0;18700
6469;1007950;384;10;19/1/2018;9026.09;1353.91;0;10380
6470;1007951;386;10;19/1/2018;8243.48;1236.52;0;9480
6471;1007952;200;10;19/1/2018;535.65;80.35;0;616
6472;1007953;92;10;19/1/2018;13817.39;2072.61;0;15890
6473;188;387;10;19/1/2018;12970.43;1945.57;0;14916
6474;189;387;10;19/1/2018;6052.17;907.83;0;6960
6475;190;387;10;19/1/2018;12260.87;1839.13;0;14100
6476;191;387;10;19/1/2018;9652.17;1447.83;0;11100
6477;192;387;10;19/1/2018;5732.17;859.83;0;6592
6478;193;387;10;19/1/2018;4756.52;713.48;0;5470
6479;194;148;3;19/1/2018;23554.78;3533.22;0;27088
6480;195;148;3;19/1/2018;15742.61;2361.39;0;18104
6481;196;148;3;19/1/2018;22468.7;3370.3;0;25839
6482;197;148;3;19/1/2018;6539.13;980.87;0;7520
6483;198;148;3;19/1/2018;12269.57;1840.43;0;14110
6484;1007954;288;10;19/1/2018;22908.7;3436.3;0;26345
6485;199;387;10;19/1/2018;1356.52;203.48;0;1560
6486;1007955;42;9;22/1/2018;1182.61;177.39;0;1360
6487;1007956;202;2;22/1/2018;353.91;53.09;0;407
6488;1007957;202;2;22/1/2018;65882.66;9882.4;0;75765.06
6489;1007958;114;3;22/1/2018;11130.43;1669.57;0;12800
6490;1007959;159;3;22/1/2018;23565.22;3534.78;0;27100
6491;1007960;388;9;22/1/2018;8408.7;1261.3;0;9670
6492;200;360;10;22/1/2018;11591.3;1738.7;0;13330
6493;1007961;201;2;22/1/2018;3486.96;523.04;0;4010
6494;1007962;194;2;22/1/2018;8916.52;1337.48;0;10254
